id_cooperado,produto,tipo_interacao,data
4330,Seguro Empresarial,PESQUISOU,2025-06-28
4331,Emprestimo Pessoal,CONTRATOU,2026-01-18
4331,Seguro de Vida,CONTRATOU,2025-11-28
4331,Previdencia,CONTRATOU,2026-02-10
4331,Seguro de Vida,CONTRATOU,2026-01-07
4332,Cartao Black,CONTRATOU,2026-01-20
4332,Previdencia,CONTRATOU,2025-07-11
4333,Antecipacao de Recebiveis,CONTRATOU,2026-01-16
4334,Cartao Black,CONTRATOU,2025-07-03
4334,Cartao Black,PESQUISOU,2025-08-12
4334,Cartao Black,CONTRATOU,2025-11-07
4335,Consorcio Carro,CONTRATOU,2026-01-16
4335,Cartao Black,CONTRATOU,2025-10-03
4335,Emprestimo Pessoal,CONTRATOU,2025-10-01
4335,Previdencia,CONTRATOU,2025-06-22
4336,Giro Caixa,CONTRATOU,2026-03-21
4336,Giro Caixa,PESQUISOU,2025-10-14
4336,Giro Caixa,CONTRATOU,2026-01-24
4336,Maquininha,CONTRATOU,2025-09-01
4336,Giro Caixa,CONTRATOU,2025-06-10
4337,Seguro Safra,CONTRATOU,2025-11-19
4337,Custeio Agricola,CONTRATOU,2025-09-28
4337,Seguro Safra,CONTRATOU,2025-10-13
4337,Consorcio Trator,PESQUISOU,2025-09-18
4338,Seguro de Vida,PESQUISOU,2026-03-07
4338,Consorcio Carro,CONTRATOU,2026-01-21
4339,Cartao Black,CONTRATOU,2025-09-21
4339,Seguro de Vida,PESQUISOU,2026-02-11
4340,Antecipacao de Recebiveis,CONTRATOU,2025-12-19
4341,Seguro Safra,CONTRATOU,2026-01-18
4341,Custeio Agricola,CONTRATOU,2026-03-09
4342,Consorcio Carro,PESQUISOU,2025-10-31
4342,Previdencia,PESQUISOU,2025-05-12
4342,Emprestimo Pessoal,PESQUISOU,2025-12-28
4342,Seguro de Vida,PESQUISOU,2025-10-16
4342,Cartao Black,CONTRATOU,2025-11-15
4343,Maquininha,PESQUISOU,2026-02-23
4344,Consorcio Trator,CONTRATOU,2026-02-17
4344,Seguro Safra,CONTRATOU,2025-07-20
4344,CPR,CONTRATOU,2025-10-17
4345,Seguro Safra,CONTRATOU,2025-12-25
4345,Custeio Agricola,CONTRATOU,2026-03-08
4345,Custeio Agricola,CONTRATOU,2026-01-08
4345,Seguro Safra,CONTRATOU,2026-02-15
4346,Seguro Empresarial,CONTRATOU,2026-04-07
4346,Giro Caixa,PESQUISOU,2026-01-03
4347,Seguro de Vida,CONTRATOU,2025-06-14
4347,Cartao Black,CONTRATOU,2025-06-09
4347,Consorcio Carro,CONTRATOU,2025-11-15
4347,Consorcio Carro,CONTRATOU,2025-09-05
4348,Seguro Empresarial,CONTRATOU,2025-06-13
4348,Giro Caixa,CONTRATOU,2026-02-11
4348,Maquininha,PESQUISOU,2025-11-01
4348,Antecipacao de Recebiveis,CONTRATOU,2025-07-03
4349,CPR,CONTRATOU,2025-09-19
4349,Custeio Agricola,PESQUISOU,2025-12-07
4349,Seguro Safra,CONTRATOU,2026-01-05
4349,CPR,CONTRATOU,2025-10-21
4350,Previdencia,CONTRATOU,2025-06-03
4350,Emprestimo Pessoal,CONTRATOU,2026-01-30
4350,Seguro de Vida,CONTRATOU,2025-08-15
4350,Cartao Black,CONTRATOU,2025-06-26
4350,Cartao Black,PESQUISOU,2025-10-25
4351,Previdencia,CONTRATOU,2026-02-18
4351,Consorcio Carro,CONTRATOU,2025-08-14
4351,Previdencia,CONTRATOU,2025-08-13
4351,Seguro de Vida,CONTRATOU,2026-01-02
4351,Seguro de Vida,CONTRATOU,2025-06-18
4352,Seguro de Vida,CONTRATOU,2025-09-18
4353,Consorcio Carro,PESQUISOU,2025-04-22
4353,Emprestimo Pessoal,CONTRATOU,2025-11-08
4354,Previdencia,CONTRATOU,2025-06-10
4354,Consorcio Carro,CONTRATOU,2026-03-24
4355,Antecipacao de Recebiveis,CONTRATOU,2025-05-14
4355,Maquininha,CONTRATOU,2026-01-30
4355,Maquininha,CONTRATOU,2025-11-19
4356,Seguro de Vida,PESQUISOU,2025-05-22
4356,Previdencia,PESQUISOU,2025-05-04
4357,Emprestimo Pessoal,CONTRATOU,2025-06-06
4358,Custeio Agricola,PESQUISOU,2025-12-14
4358,Seguro Safra,CONTRATOU,2025-10-08
4359,Emprestimo Pessoal,CONTRATOU,2025-07-04
4359,Cartao Black,PESQUISOU,2025-06-25
4359,Cartao Black,CONTRATOU,2025-08-03
4359,Previdencia,PESQUISOU,2025-05-18
4359,Cartao Black,CONTRATOU,2025-07-28
4360,Seguro de Vida,PESQUISOU,2026-01-06
4360,Cartao Black,CONTRATOU,2026-02-01
4361,Consorcio Carro,CONTRATOU,2026-01-11
4362,Previdencia,PESQUISOU,2025-05-23
4363,CPR,CONTRATOU,2026-01-07
4363,CPR,CONTRATOU,2026-02-07
4363,Custeio Agricola,PESQUISOU,2025-11-25
4363,Custeio Agricola,PESQUISOU,2025-06-29
4364,Seguro Safra,PESQUISOU,2025-07-26
4364,Consorcio Trator,CONTRATOU,2025-12-06
4365,Previdencia,CONTRATOU,2025-12-20
4365,Emprestimo Pessoal,CONTRATOU,2025-11-05
4365,Seguro de Vida,CONTRATOU,2025-12-02
4365,Consorcio Carro,CONTRATOU,2025-07-18
4365,Previdencia,CONTRATOU,2025-09-04
4366,Cartao Black,CONTRATOU,2025-08-18
4367,Antecipacao de Recebiveis,CONTRATOU,2025-05-21
4367,Maquininha,PESQUISOU,2025-08-03
4367,Seguro Empresarial,CONTRATOU,2025-08-06
4367,Maquininha,CONTRATOU,2025-12-24
4367,Giro Caixa,CONTRATOU,2025-06-04
4368,Emprestimo Pessoal,CONTRATOU,2026-01-09
4368,Consorcio Carro,CONTRATOU,2025-07-01
4368,Cartao Black,CONTRATOU,2026-02-07
4368,Seguro de Vida,CONTRATOU,2025-10-05
4369,Consorcio Trator,CONTRATOU,2025-11-20
4370,Consorcio Carro,CONTRATOU,2025-11-12
4370,Cartao Black,CONTRATOU,2025-10-30
4371,Seguro Safra,CONTRATOU,2025-12-23
4371,Seguro Safra,CONTRATOU,2025-04-26
4372,Seguro de Vida,CONTRATOU,2025-10-06
4372,Seguro de Vida,PESQUISOU,2025-11-11
4372,Cartao Black,PESQUISOU,2026-01-24
4373,Giro Caixa,PESQUISOU,2026-02-25
4374,Previdencia,CONTRATOU,2025-11-07
4374,Emprestimo Pessoal,CONTRATOU,2025-12-26
4374,Seguro de Vida,PESQUISOU,2025-09-22
4375,Previdencia,CONTRATOU,2026-04-14
4375,Previdencia,CONTRATOU,2025-11-16
4375,Previdencia,CONTRATOU,2025-09-12
4375,Cartao Black,PESQUISOU,2026-04-01
4375,Cartao Black,CONTRATOU,2026-03-27
4376,Seguro de Vida,CONTRATOU,2025-07-27
4376,Consorcio Carro,CONTRATOU,2026-01-31
4377,Seguro de Vida,PESQUISOU,2025-06-26
4377,Previdencia,CONTRATOU,2025-12-03
4377,Emprestimo Pessoal,CONTRATOU,2025-11-18
4378,Giro Caixa,CONTRATOU,2025-10-03
4378,Antecipacao de Recebiveis,CONTRATOU,2025-05-15
4378,Seguro Empresarial,CONTRATOU,2026-04-12
4378,Antecipacao de Recebiveis,CONTRATOU,2025-07-31
4378,Giro Caixa,CONTRATOU,2025-11-13
4379,Consorcio Trator,CONTRATOU,2025-12-01
4380,Emprestimo Pessoal,CONTRATOU,2025-05-15
4380,Cartao Black,PESQUISOU,2026-02-28
4380,Cartao Black,CONTRATOU,2025-04-16
4380,Consorcio Carro,CONTRATOU,2025-06-27
4380,Cartao Black,CONTRATOU,2025-08-02
4381,Cartao Black,CONTRATOU,2025-10-04
4381,Consorcio Carro,CONTRATOU,2026-01-31
4381,Cartao Black,CONTRATOU,2025-11-14
4381,Consorcio Carro,PESQUISOU,2026-02-16
4381,Seguro de Vida,CONTRATOU,2025-06-19
4382,Cartao Black,CONTRATOU,2025-09-19
4383,Previdencia,CONTRATOU,2026-01-22
4383,Cartao Black,PESQUISOU,2025-09-09
4383,Previdencia,CONTRATOU,2025-09-26
4383,Previdencia,CONTRATOU,2026-01-23
4384,Seguro Empresarial,CONTRATOU,2025-06-03
4384,Antecipacao de Recebiveis,PESQUISOU,2025-06-05
4384,Giro Caixa,CONTRATOU,2025-11-04
4384,Giro Caixa,CONTRATOU,2025-12-12
4384,Antecipacao de Recebiveis,PESQUISOU,2025-10-14
4385,Seguro Safra,CONTRATOU,2025-04-25
4386,Consorcio Carro,CONTRATOU,2025-09-04
4387,Seguro de Vida,PESQUISOU,2026-03-14
4387,Previdencia,CONTRATOU,2025-07-01
4387,Cartao Black,CONTRATOU,2025-12-06
4387,Cartao Black,PESQUISOU,2025-07-11
4387,Seguro de Vida,PESQUISOU,2026-02-22
4388,Previdencia,CONTRATOU,2025-10-11
4389,Cartao Black,CONTRATOU,2025-07-10
4389,Seguro de Vida,CONTRATOU,2026-03-27
4390,CPR,CONTRATOU,2025-09-12
4391,Consorcio Trator,CONTRATOU,2026-02-20
4391,Custeio Agricola,CONTRATOU,2025-05-04
4391,CPR,CONTRATOU,2025-08-12
4392,CPR,CONTRATOU,2026-02-16
4392,Seguro Safra,CONTRATOU,2025-07-26
4392,Custeio Agricola,CONTRATOU,2026-01-12
4393,Giro Caixa,PESQUISOU,2026-04-01
4393,Antecipacao de Recebiveis,PESQUISOU,2025-06-01
4393,Giro Caixa,CONTRATOU,2025-05-28
4394,Previdencia,PESQUISOU,2025-06-20
4394,Consorcio Carro,CONTRATOU,2025-08-13
4394,Cartao Black,CONTRATOU,2026-02-03
4395,Consorcio Carro,CONTRATOU,2025-09-02
4395,Previdencia,CONTRATOU,2025-07-16
4395,Emprestimo Pessoal,CONTRATOU,2025-08-11
4396,Consorcio Carro,PESQUISOU,2025-12-30
4397,Previdencia,CONTRATOU,2026-02-01
4398,Consorcio Carro,CONTRATOU,2025-12-07
4398,Cartao Black,PESQUISOU,2026-01-02
4398,Consorcio Carro,CONTRATOU,2025-08-08
4399,Seguro Empresarial,CONTRATOU,2026-01-02
4399,Seguro Empresarial,CONTRATOU,2025-08-20
4399,Maquininha,PESQUISOU,2025-06-21
4399,Seguro Empresarial,CONTRATOU,2025-12-18
4400,Cartao Black,CONTRATOU,2026-01-14
4401,Seguro de Vida,CONTRATOU,2025-12-20
4401,Emprestimo Pessoal,CONTRATOU,2025-05-01
4401,Consorcio Carro,CONTRATOU,2025-12-28
4401,Seguro de Vida,CONTRATOU,2026-02-13
4402,Custeio Agricola,PESQUISOU,2025-09-05
4402,Custeio Agricola,CONTRATOU,2025-08-10
4403,Cartao Black,CONTRATOU,2025-08-08
4404,Previdencia,CONTRATOU,2025-09-10
4404,Cartao Black,CONTRATOU,2026-02-10
4405,Maquininha,PESQUISOU,2025-12-12
4405,Giro Caixa,CONTRATOU,2025-06-23
4405,Giro Caixa,CONTRATOU,2026-04-02
4405,Giro Caixa,CONTRATOU,2025-07-19
4406,Previdencia,CONTRATOU,2026-03-20
4406,Previdencia,PESQUISOU,2025-07-03
4406,Emprestimo Pessoal,PESQUISOU,2025-05-13
4406,Seguro de Vida,CONTRATOU,2025-08-09
4406,Emprestimo Pessoal,CONTRATOU,2026-04-08
4407,Emprestimo Pessoal,CONTRATOU,2025-05-17
4407,Previdencia,CONTRATOU,2025-11-24
4408,Seguro de Vida,PESQUISOU,2025-07-27
4409,Emprestimo Pessoal,CONTRATOU,2025-07-13
4409,Previdencia,CONTRATOU,2025-12-18
4410,Consorcio Trator,PESQUISOU,2026-01-29
4410,Consorcio Trator,CONTRATOU,2025-10-21
4410,CPR,CONTRATOU,2026-02-19
4410,Consorcio Trator,CONTRATOU,2025-08-02
4411,Maquininha,PESQUISOU,2025-12-29
4411,Maquininha,CONTRATOU,2026-03-23
4412,Seguro de Vida,PESQUISOU,2026-03-21
4413,Antecipacao de Recebiveis,CONTRATOU,2025-09-20
4413,Giro Caixa,PESQUISOU,2026-03-23
4413,Giro Caixa,CONTRATOU,2025-07-25
4414,Maquininha,CONTRATOU,2026-01-04
4414,Maquininha,CONTRATOU,2026-01-06
4414,Giro Caixa,CONTRATOU,2025-05-20
4414,Giro Caixa,CONTRATOU,2026-02-06
4414,Giro Caixa,CONTRATOU,2025-06-20
4415,Emprestimo Pessoal,CONTRATOU,2025-10-12
4416,Seguro de Vida,CONTRATOU,2026-03-27
4416,Emprestimo Pessoal,CONTRATOU,2026-03-16
4417,CPR,CONTRATOU,2025-05-12
4417,CPR,CONTRATOU,2025-10-18
4418,Maquininha,PESQUISOU,2025-05-01
4419,Emprestimo Pessoal,CONTRATOU,2025-05-13
4419,Emprestimo Pessoal,CONTRATOU,2025-11-04
4419,Previdencia,CONTRATOU,2025-10-02
4420,Seguro de Vida,PESQUISOU,2025-09-11
4420,Seguro de Vida,PESQUISOU,2025-12-23
4420,Emprestimo Pessoal,CONTRATOU,2026-02-27
4420,Seguro de Vida,CONTRATOU,2025-05-28
4420,Consorcio Carro,CONTRATOU,2026-01-12
4421,Consorcio Carro,PESQUISOU,2025-11-08
4421,Previdencia,PESQUISOU,2025-06-07
4421,Cartao Black,CONTRATOU,2025-07-27
4422,Consorcio Carro,CONTRATOU,2026-03-21
4422,Emprestimo Pessoal,PESQUISOU,2025-10-27
4422,Consorcio Carro,CONTRATOU,2026-02-19
4423,Emprestimo Pessoal,CONTRATOU,2025-12-28
4423,Seguro de Vida,CONTRATOU,2025-04-23
4423,Emprestimo Pessoal,PESQUISOU,2025-12-14
4424,Consorcio Carro,PESQUISOU,2025-08-15
4424,Seguro de Vida,CONTRATOU,2025-08-06
4424,Cartao Black,CONTRATOU,2025-11-15
4424,Consorcio Carro,CONTRATOU,2026-01-07
4424,Previdencia,CONTRATOU,2025-10-29
4425,Consorcio Carro,PESQUISOU,2025-09-14
4425,Emprestimo Pessoal,PESQUISOU,2025-05-16
4426,Seguro Empresarial,CONTRATOU,2025-04-30
4426,Seguro Empresarial,CONTRATOU,2025-08-24
4427,Cartao Black,CONTRATOU,2025-11-07
4427,Consorcio Carro,CONTRATOU,2025-08-27
4427,Seguro de Vida,CONTRATOU,2025-10-25
4427,Emprestimo Pessoal,CONTRATOU,2025-10-27
4427,Seguro de Vida,PESQUISOU,2025-12-15
4428,Emprestimo Pessoal,CONTRATOU,2025-12-01
4429,Maquininha,CONTRATOU,2025-06-14
4429,Maquininha,CONTRATOU,2025-04-23
4429,Antecipacao de Recebiveis,PESQUISOU,2025-12-26
4430,Consorcio Trator,CONTRATOU,2025-10-03
4430,Seguro Safra,PESQUISOU,2026-03-30
4430,CPR,PESQUISOU,2025-12-20
4431,Seguro Empresarial,PESQUISOU,2026-04-08
4432,Previdencia,PESQUISOU,2025-12-16
4432,Cartao Black,CONTRATOU,2026-03-15
4432,Cartao Black,CONTRATOU,2026-04-09
4432,Previdencia,CONTRATOU,2026-01-21
4432,Previdencia,PESQUISOU,2025-07-14
4433,Seguro de Vida,CONTRATOU,2025-05-24
4433,Previdencia,CONTRATOU,2026-03-25
4434,Seguro de Vida,PESQUISOU,2026-04-09
4434,Emprestimo Pessoal,CONTRATOU,2026-02-14
4434,Seguro de Vida,PESQUISOU,2025-05-20
4435,Cartao Black,CONTRATOU,2026-01-27
4435,Cartao Black,CONTRATOU,2025-12-21
4435,Seguro de Vida,CONTRATOU,2026-02-14
4435,Previdencia,CONTRATOU,2026-01-26
4435,Seguro de Vida,PESQUISOU,2026-01-08
4436,Giro Caixa,CONTRATOU,2025-05-31
4436,Giro Caixa,CONTRATOU,2025-11-20
4436,Antecipacao de Recebiveis,PESQUISOU,2026-02-20
4437,Custeio Agricola,CONTRATOU,2025-12-09
4437,Seguro Safra,CONTRATOU,2025-08-29
4437,CPR,PESQUISOU,2025-08-13
4438,Cartao Black,PESQUISOU,2025-11-27
4438,Previdencia,CONTRATOU,2026-01-06
4438,Emprestimo Pessoal,CONTRATOU,2025-11-23
4439,Seguro de Vida,CONTRATOU,2025-10-05
4439,Emprestimo Pessoal,CONTRATOU,2025-12-06
4439,Consorcio Carro,PESQUISOU,2025-07-28
4440,Previdencia,CONTRATOU,2025-12-04
4440,Consorcio Carro,CONTRATOU,2025-11-13
4440,Emprestimo Pessoal,PESQUISOU,2025-08-02
4440,Previdencia,CONTRATOU,2025-10-23
4440,Seguro de Vida,CONTRATOU,2026-03-25
4441,Cartao Black,PESQUISOU,2026-01-04
4441,Emprestimo Pessoal,CONTRATOU,2026-03-13
4441,Consorcio Carro,CONTRATOU,2025-08-23
4441,Emprestimo Pessoal,PESQUISOU,2025-12-16
4441,Seguro de Vida,CONTRATOU,2025-05-12
4442,Emprestimo Pessoal,CONTRATOU,2025-12-07
4442,Consorcio Carro,CONTRATOU,2025-06-19
4442,Seguro de Vida,CONTRATOU,2025-04-17
4442,Emprestimo Pessoal,CONTRATOU,2025-07-23
4442,Seguro de Vida,CONTRATOU,2025-05-15
4443,Previdencia,CONTRATOU,2025-05-12
4443,Cartao Black,CONTRATOU,2025-11-13
4443,Seguro de Vida,CONTRATOU,2025-06-30
4443,Emprestimo Pessoal,PESQUISOU,2025-05-19
4443,Emprestimo Pessoal,CONTRATOU,2025-08-06
4444,CPR,CONTRATOU,2026-02-17
4445,Previdencia,PESQUISOU,2025-11-15
4445,Emprestimo Pessoal,CONTRATOU,2025-11-16
4445,Consorcio Carro,PESQUISOU,2025-06-30
4445,Previdencia,CONTRATOU,2026-02-11
4446,Custeio Agricola,PESQUISOU,2025-10-18
4446,Consorcio Trator,CONTRATOU,2025-05-29
4446,CPR,PESQUISOU,2026-01-19
4446,Seguro Safra,PESQUISOU,2025-05-22
4446,Seguro Safra,CONTRATOU,2025-05-12
4447,Cartao Black,PESQUISOU,2025-10-16
4447,Previdencia,PESQUISOU,2026-01-11
4447,Emprestimo Pessoal,CONTRATOU,2025-11-10
4447,Seguro de Vida,PESQUISOU,2026-03-30
4448,Custeio Agricola,CONTRATOU,2026-03-03
4449,Cartao Black,CONTRATOU,2025-08-13
4449,Emprestimo Pessoal,CONTRATOU,2025-09-08
4450,Cartao Black,PESQUISOU,2026-03-25
4450,Emprestimo Pessoal,CONTRATOU,2025-06-06
4450,Emprestimo Pessoal,CONTRATOU,2025-04-25
4450,Seguro de Vida,CONTRATOU,2025-12-10
4450,Seguro de Vida,CONTRATOU,2025-08-26
4451,Emprestimo Pessoal,CONTRATOU,2025-05-19
4451,Emprestimo Pessoal,CONTRATOU,2025-05-02
4451,Cartao Black,PESQUISOU,2025-09-11
4451,Cartao Black,CONTRATOU,2026-01-14
4452,Consorcio Carro,CONTRATOU,2026-03-03
4452,Seguro de Vida,PESQUISOU,2025-05-08
4452,Consorcio Carro,PESQUISOU,2025-05-23
4452,Emprestimo Pessoal,CONTRATOU,2025-07-26
4453,Consorcio Carro,CONTRATOU,2025-08-31
4453,Emprestimo Pessoal,CONTRATOU,2025-08-17
4453,Seguro de Vida,CONTRATOU,2026-03-04
4453,Emprestimo Pessoal,CONTRATOU,2025-07-27
4453,Previdencia,CONTRATOU,2025-08-10
4454,Seguro de Vida,CONTRATOU,2025-06-23
4454,Consorcio Carro,CONTRATOU,2026-01-02
4455,Seguro de Vida,CONTRATOU,2025-11-21
4455,Emprestimo Pessoal,CONTRATOU,2025-12-09
4455,Seguro de Vida,CONTRATOU,2025-06-17
4456,Maquininha,CONTRATOU,2025-05-22
4456,Seguro Empresarial,CONTRATOU,2025-08-16
4456,Maquininha,CONTRATOU,2026-03-10
4457,Giro Caixa,PESQUISOU,2026-02-07
4457,Maquininha,CONTRATOU,2025-06-26
4457,Maquininha,CONTRATOU,2025-09-19
4458,Consorcio Trator,CONTRATOU,2025-05-18
4458,Seguro Safra,CONTRATOU,2025-11-12
4458,CPR,CONTRATOU,2026-03-23
4459,Custeio Agricola,CONTRATOU,2025-04-22
4460,Giro Caixa,CONTRATOU,2025-10-30
4460,Giro Caixa,CONTRATOU,2025-07-13
4460,Antecipacao de Recebiveis,PESQUISOU,2026-03-23
4461,Emprestimo Pessoal,PESQUISOU,2025-07-06
4461,Emprestimo Pessoal,CONTRATOU,2025-05-14
4462,Consorcio Carro,CONTRATOU,2025-08-29
4463,Seguro de Vida,CONTRATOU,2025-07-12
4463,Cartao Black,PESQUISOU,2025-09-12
4463,Previdencia,CONTRATOU,2025-09-30
4464,Emprestimo Pessoal,CONTRATOU,2025-12-10
4464,Consorcio Carro,CONTRATOU,2025-11-18
4465,Seguro de Vida,CONTRATOU,2026-03-06
4465,Previdencia,CONTRATOU,2026-04-08
4465,Emprestimo Pessoal,CONTRATOU,2025-06-29
4466,Giro Caixa,CONTRATOU,2025-12-22
4466,Giro Caixa,CONTRATOU,2025-08-01
4467,Seguro de Vida,PESQUISOU,2025-10-04
4468,Consorcio Trator,CONTRATOU,2025-09-03
4468,CPR,PESQUISOU,2026-01-11
4468,Custeio Agricola,PESQUISOU,2025-11-10
4469,Seguro Safra,CONTRATOU,2026-04-10
4469,Custeio Agricola,CONTRATOU,2025-06-19
4469,Seguro Safra,PESQUISOU,2025-09-09
4469,CPR,CONTRATOU,2025-12-18
4470,Seguro de Vida,CONTRATOU,2026-01-14
4470,Cartao Black,PESQUISOU,2025-04-29
4471,Previdencia,PESQUISOU,2025-09-12
4471,Consorcio Carro,CONTRATOU,2025-08-17
4472,Seguro de Vida,CONTRATOU,2025-08-13
4472,Previdencia,CONTRATOU,2025-05-27
4473,CPR,CONTRATOU,2025-12-06
4473,CPR,PESQUISOU,2025-11-12
4474,Giro Caixa,CONTRATOU,2025-09-13
4474,Seguro Empresarial,CONTRATOU,2025-10-07
4474,Antecipacao de Recebiveis,PESQUISOU,2025-11-22
4475,CPR,PESQUISOU,2025-06-28
4475,Custeio Agricola,CONTRATOU,2025-04-19
4475,Consorcio Trator,CONTRATOU,2025-10-12
4475,Custeio Agricola,CONTRATOU,2025-09-16
4476,Custeio Agricola,CONTRATOU,2026-01-03
4476,CPR,CONTRATOU,2025-10-11
4476,Seguro Safra,CONTRATOU,2026-02-16
4477,Emprestimo Pessoal,CONTRATOU,2026-02-07
4477,Previdencia,CONTRATOU,2025-05-07
4478,Emprestimo Pessoal,CONTRATOU,2025-06-28
4478,Previdencia,CONTRATOU,2025-10-02
4478,Emprestimo Pessoal,CONTRATOU,2026-01-10
4478,Emprestimo Pessoal,CONTRATOU,2025-07-02
4479,Seguro de Vida,PESQUISOU,2025-12-10
4479,Emprestimo Pessoal,CONTRATOU,2026-03-10
4479,Cartao Black,CONTRATOU,2025-09-10
4479,Cartao Black,PESQUISOU,2026-03-16
4479,Consorcio Carro,CONTRATOU,2026-03-01
4480,Seguro Empresarial,PESQUISOU,2025-12-14
4481,Seguro Empresarial,CONTRATOU,2025-08-26
4481,Seguro Empresarial,CONTRATOU,2025-08-09
4481,Antecipacao de Recebiveis,CONTRATOU,2025-10-21
4482,Seguro de Vida,CONTRATOU,2025-12-03
4482,Previdencia,CONTRATOU,2025-07-09
4482,Previdencia,CONTRATOU,2026-01-03
4482,Emprestimo Pessoal,CONTRATOU,2026-02-17
4483,Previdencia,PESQUISOU,2025-10-02
4484,Cartao Black,PESQUISOU,2025-05-03
4484,Consorcio Carro,PESQUISOU,2025-07-29
4484,Cartao Black,CONTRATOU,2025-06-19
4484,Cartao Black,CONTRATOU,2025-08-22
4484,Previdencia,CONTRATOU,2026-03-18
4485,Cartao Black,CONTRATOU,2026-02-19
4485,Cartao Black,PESQUISOU,2026-01-03
4485,Seguro de Vida,CONTRATOU,2025-12-23
4485,Consorcio Carro,CONTRATOU,2025-07-18
4485,Consorcio Carro,PESQUISOU,2026-03-16
4486,Custeio Agricola,PESQUISOU,2026-02-06
4486,CPR,CONTRATOU,2026-03-12
4486,Custeio Agricola,CONTRATOU,2025-04-25
4486,Custeio Agricola,CONTRATOU,2025-09-24
4487,Seguro Empresarial,PESQUISOU,2025-12-18
4487,Seguro Empresarial,CONTRATOU,2026-03-31
4487,Maquininha,CONTRATOU,2026-01-09
4487,Antecipacao de Recebiveis,PESQUISOU,2025-07-11
4487,Maquininha,PESQUISOU,2025-05-22
4488,Custeio Agricola,CONTRATOU,2025-12-16
4488,Custeio Agricola,CONTRATOU,2025-10-14
4488,Custeio Agricola,PESQUISOU,2025-11-26
4488,Custeio Agricola,PESQUISOU,2026-04-06
4489,Custeio Agricola,CONTRATOU,2025-11-30
4489,CPR,PESQUISOU,2025-11-10
4489,CPR,CONTRATOU,2025-12-29
4490,Seguro de Vida,PESQUISOU,2025-07-01
4490,Emprestimo Pessoal,CONTRATOU,2026-02-25
4490,Emprestimo Pessoal,CONTRATOU,2025-07-10
4490,Cartao Black,PESQUISOU,2025-10-18
4490,Cartao Black,PESQUISOU,2026-04-11
4491,Emprestimo Pessoal,PESQUISOU,2025-07-31
4491,Consorcio Carro,CONTRATOU,2025-05-06
4491,Consorcio Carro,CONTRATOU,2025-12-06
4492,Custeio Agricola,CONTRATOU,2025-11-06
4493,Seguro Safra,CONTRATOU,2025-08-10
4494,Cartao Black,PESQUISOU,2025-07-17
4495,Seguro de Vida,PESQUISOU,2025-08-20
4495,Consorcio Carro,CONTRATOU,2026-01-15
4495,Consorcio Carro,CONTRATOU,2025-05-28
4495,Emprestimo Pessoal,CONTRATOU,2025-10-02
4495,Seguro de Vida,CONTRATOU,2025-12-07
4496,Seguro de Vida,PESQUISOU,2026-01-10
4496,Seguro de Vida,PESQUISOU,2025-08-28
4496,Previdencia,CONTRATOU,2025-05-22
4496,Previdencia,CONTRATOU,2026-04-01
4496,Emprestimo Pessoal,CONTRATOU,2025-11-05
4497,Consorcio Carro,CONTRATOU,2025-05-10
4497,Consorcio Carro,CONTRATOU,2026-01-16
4497,Consorcio Carro,PESQUISOU,2025-07-28
4497,Consorcio Carro,CONTRATOU,2026-03-12
4498,Seguro de Vida,PESQUISOU,2025-11-20
4499,Giro Caixa,PESQUISOU,2026-03-20
4499,Maquininha,PESQUISOU,2025-11-11
4499,Giro Caixa,CONTRATOU,2025-10-19
4499,Seguro Empresarial,CONTRATOU,2025-10-04
4500,Emprestimo Pessoal,CONTRATOU,2026-03-11
4500,Seguro de Vida,CONTRATOU,2026-03-04
4500,Emprestimo Pessoal,CONTRATOU,2026-02-17
4501,Seguro Safra,PESQUISOU,2025-10-09
4501,Consorcio Trator,CONTRATOU,2026-01-19
4501,Seguro Safra,CONTRATOU,2025-07-21
4501,Seguro Safra,CONTRATOU,2025-05-05
4502,Emprestimo Pessoal,PESQUISOU,2025-06-20
4502,Emprestimo Pessoal,PESQUISOU,2026-01-15
4503,Cartao Black,CONTRATOU,2025-05-18
4504,Custeio Agricola,CONTRATOU,2025-10-08
4504,Seguro Safra,CONTRATOU,2025-04-27
4505,Consorcio Carro,CONTRATOU,2025-05-02
4505,Cartao Black,PESQUISOU,2025-10-03
4505,Previdencia,CONTRATOU,2025-09-25
4506,CPR,PESQUISOU,2025-11-20
4506,Consorcio Trator,PESQUISOU,2026-01-24
4506,Consorcio Trator,CONTRATOU,2025-12-10
4506,Seguro Safra,CONTRATOU,2025-11-27
4506,Custeio Agricola,CONTRATOU,2025-10-27
4507,Custeio Agricola,CONTRATOU,2025-08-13
4507,Custeio Agricola,CONTRATOU,2025-09-17
4508,Seguro de Vida,PESQUISOU,2025-06-26
4508,Seguro de Vida,CONTRATOU,2026-03-30
4509,Seguro de Vida,CONTRATOU,2025-08-13
4509,Seguro de Vida,CONTRATOU,2025-10-25
4510,Seguro Empresarial,CONTRATOU,2025-06-26
4510,Giro Caixa,PESQUISOU,2025-10-07
4510,Giro Caixa,PESQUISOU,2025-10-05
4510,Antecipacao de Recebiveis,CONTRATOU,2025-05-26
4510,Seguro Empresarial,CONTRATOU,2025-09-01
4511,Previdencia,CONTRATOU,2025-06-03
4512,Previdencia,CONTRATOU,2025-09-15
4512,Emprestimo Pessoal,CONTRATOU,2026-03-10
